index,Date,Location,Operator,AC Type,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Passenger to Crew Ratio,Survival Rate,Company,Primary Cause,Specific Reason,Incident Outcome,Operator Type,Aircraft Size,Severity Score
4282,2000-10-10,"Wichita, Kansas",Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,3.0,0.0,3.0,2.0,0.0,2.0,0.0,"the cause of this accident was the pilot's excessive takeoff rotation, during an aft center of gravity takeoff, a rearward migration of fuel during acceleration and takeoff and consequent shift in the airplane's aft c.g. to aft of the aft c.g. limit, which caused the airplane to stall at an altitude too low for recovery. contributing to the accident were bombardier's inadequate flight planning procedures for the challenger flight test program and the lack of direct, on-site operational oversight by transport canada and the federal aviation administration.",0.0,33.33,Canadair,OPERATIONAL,Takeoff Related,Unknown,Commercial,Small,2.67
4283,2000-10-16,"Hillsboro, Missouri",Private,Cessna 335,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"the twin engine cessna crashed into a densely wooded area, 30 miles south of st. louis, 25 minutes after taking off from parks airport. the plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. radar contact was soon lost with the aircraft.  witnesses reported hearing a plane in a dive followed by an explosion.  wreckage was scattered over a wide area.  mel carnahan, 66, governor of missouri was killed in the accident along with a campaign aide and his son, roger, who was piloting the plane.",2.0,0.0,Cessna,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.0
4284,2000-10-19,"Near Sam Neua, Laos",Lao Aviation,Harbin Yunshuji Y-12-II,17.0,15.0,2.0,8.0,8.0,0.0,0.0,"the aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to sam neua.",7.5,52.94,Harbin Aircraft Industry Group,WEATHER,Adverse Weather,Crashed,Commercial,Small,8.47
4285,2000-10-25,"Near Batumi, Republic of Georgia",Military - Russian Air Force,Ilyushin IL-18D,86.0,75.0,11.0,86.0,75.0,11.0,0.0,"communications were lost with the aircraft as it approached mt. tirina at 4,250 feet, preparing to land at batumi. the aircraft was seen rapidly descending into mountainous terrain. a large explosion followed as the plane crashed somewhere between the towns of  batumi and kabuleti in heavy rain. navigation error made by the crew in the final stage of the landing approach. error by the batumi atc who failed to locate the plane and conform it to the crew. erroneous data shown by ground radio-technical facilities at batumi airport.",6.82,0.0,Ilyushin,TECHNICAL,Technical Malfunction,Crashed,Military,Medium,87.0
4286,2000-10-31,"Near Monaquimbundo, Angola",Aca-Ancargo,Antonov AN-26,44.0,39.0,5.0,44.0,39.0,5.0,0.0,the aircraft exploded in midair 20 minutes after taking off from saurimo. unita rebels claimed they shot down the plane.,7.8,0.0,Antonov,EXTERNAL,Shot Down,Explosion,Commercial,Small,45.0
4287,2000-10-31,"Taipei, Taiwan",Singapore Airlines,Boeing B-747-412,179.0,159.0,20.0,83.0,79.0,4.0,0.0,"weather conditions at the time were extremely poor due to typhoon xiang sane. a notam issued on aug 31, 2000 indicated that runway 05r was closed due to construction between sep 13 and nov 22. after reaching the end of taxiway np, the plane turned onto taxiway n1 and then made a 180-degree turn onto runway 05r and began its takeoff roll. approximately 3.5 seconds after reaching v1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. the pilot attempted to take off from a closed runway. the following factors contributed to the accident. of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. the airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. international regulations require that a large white x be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5r. whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.",7.95,53.63,Boeing,OPERATIONAL,Runway Related,Crashed,Commercial,Large,83.46
4288,2000-11-07,"Luabo, Democratic Republic Congo",Malu Aviation,Antonov 32B,11.0,5.0,6.0,2.0,1.0,1.0,0.0,"due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.",0.83,81.82,Antonov,OPERATIONAL,Takeoff Related,Unknown,Commercial,Small,2.18
4289,2000-11-09,"Fort Wayne, Indiana",Superior Aviation,Swearingen SA.226TC Metro II,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"during takeoff, the cargo plane struck trees, crashed and caught fire. the indicated failure of the right hand ac bus during takeoff with low ceiling. the factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.",0.0,0.0,Other,OPERATIONAL,Takeoff Related,Crashed,Commercial,Small,2.0
4290,2000-11-15,"Near Luanda, Angola",Asa Pesada,Antonov AN-26,57.0,52.0,5.0,57.0,52.0,5.0,0.0,the plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  engine failure.,10.4,0.0,Antonov,TECHNICAL,Engine Failure,Crashed,Commercial,Medium,58.0
4291,2000-11-20,"Miami, Florida",American Airlines,Airbus A300-600R,114.0,105.0,9.0,1.0,0.0,1.0,0.0,"after climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  after landing the ram air switch failed to depressurize the aircraft. moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.",11.67,99.12,Airbus,OPERATIONAL,Landing Related,Explosion,Commercial,Large,1.01
4292,2000-12-11,"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,Cessna 206,6.0,5.0,1.0,6.0,5.0,1.0,0.0,"destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. the aircraft crashed and caught fire.",5.0,0.0,Cessna,OPERATIONAL,Runway Related,Crashed,Commercial,Small,7.0
4293,2001-01-04,"Zheng Zou AB, China",Military - People's Liberation Army,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16.0,0.0,16.0,16.0,0.0,16.0,6.0,two antonov 12 planes collided in midair killing all aboard and 6 on the ground.,0.0,0.0,Shaanxi Aircraft Corporation,OPERATIONAL,Ground Operations,Collision,Military,Small,20.0
4294,2001-01-08,"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,CASA 212-MP Aviocar 200,9.0,0.0,9.0,9.0,0.0,9.0,0.0,"struck timika peak at 11,800 ft. shortly after taking off. controlled flight into terrain.",0.0,0.0,CASA,Unknown,Unknown,Strucked,Military,Small,10.0
4295,2001-01-23,"Eider Point, Alaska",Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),2.0,0.0,2.0,2.0,0.0,2.0,0.0,"the cargo plane crashed on table top mountain while en route. the airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. factors in the accident were dark night conditions, and the first officer's impairment from drugs.",0.0,0.0,McDonnell Douglas,OPERATIONAL,Cargo Related,Crashed,Cargo,Small,3.0
4296,2001-01-25,"Ciudad Bolivar, Venezuela",Rutaca Airlines,Douglas DC-3C (C47A-DL),24.0,20.0,4.0,24.0,20.0,4.0,0.0,the plane caught fire shortly after taking off from ciudad bolivar where it had made a refueling stop. the pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,5.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,25.0
4297,2001-01-27,"Byers, Colorado",North Bay Charter,Beech King Air 200 Catpass,10.0,8.0,2.0,10.0,8.0,2.0,0.0,"the plane was on a charter flight from jefferson county airport to stillwater, oklahoma. radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. the aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of denver. there was light snow and 1.5 miles visibility at the time of the accident. two members and six staffers of the oklahoma state university basketball team were among those killed. the probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation. contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.",4.0,0.0,Other,TECHNICAL,Electrical System Failure,Crashed,Commercial,Small,11.0
4298,2001-01-31,"El Yopal, Colombia",Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,6.0,3.0,3.0,3.0,2.0,1.0,0.0,"while attempting to land at mitú, the cargo plane's landing gear struck the ground short of the threshold. a go- around was executed but the no. 1 engine was shut down because of low oil pressure. the plane flew over the control tower twice to determine the state of the landing gear. it appeared that part of the left main landing gear was missing. the crew then positioned the plane for an approach and landing. as the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.",1.0,50.0,Sud Aviation,OPERATIONAL,Landing Related,Crashed,Commercial,Small,3.5
4299,2001-02-08,"Nurnberg, Germany",E.A.S. Aeroservizi,Learjet 35A,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"the plane experienced asymetrical thrust during takeoff. rose 200-300 ft., stalled and crashed into trees. an in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. the failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. as a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.",0.5,0.0,Learjet,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.0
4300,2001-02-08,"Beaver Island, Minnesota",Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,6.0,4.0,2.0,2.0,0.0,2.0,0.0,"impacted trees and crashed while attempting to land. the flightcrew not maintaining altitude/clearance during the circling instrument approach. factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and faa procedures/directives, the lack of certification of the second pilot, the operator not following company and faa procedures/directives, and the dark night and the low ceiling.",2.0,66.67,Other,TECHNICAL,Instrument Failure,Crashed,Commercial,Small,2.33
4301,2001-02-10,"Jakobkondre, Suriname",Gum Air Charter,GAF Nomad N24A,10.0,9.0,1.0,10.0,9.0,1.0,0.0,"after losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from jakobkondre.",9.0,0.0,Other,Unknown,Unknown,Crashed,Commercial,Small,11.0
4302,2001-02-27,"Near Granton Harbour, Scotland",Loganair,Shorts 360-100,2.0,0.0,2.0,2.0,0.0,2.0,0.0,double engine failure on take off cause the cargo plane to ditch in firth of the forth estuary. icing.,0.0,0.0,Short Brothers,TECHNICAL,Engine Failure,Water Landing,Commercial,Small,3.0
4303,2001-03-03,"Unadilla, Georgia",Military - Florida Army National Guard,Short 360,21.0,18.0,3.0,21.0,18.0,3.0,0.0,"the plane was on a flight from florida to oceana naval air station in virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. heavy rain and wind were present in the area at the time of the accident. weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. this led to the loss of control and break-up of the aircraft.",6.0,0.0,Short Brothers,WEATHER,Severe Wind Conditions,Crashed,Military,Small,22.0
4304,2001-03-03,"Bangkok, Thailand",Thai Airways,Boeing B-737-4D7,5.0,0.0,5.0,1.0,0.0,1.0,0.0,"the aircraft exploded and caught fire 35 minutes before its scheduled takeoff. five members of the cabin crew were the only people aboard the plane at the time. witnesses said they heard an explosion before flames erupted aboard the aircraft. ntsb investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. the cause for the explosion was unclear. the center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.",0.0,80.0,Boeing,TECHNICAL,Fuel System Issue,Explosion,Commercial,Small,1.2
4305,2001-03-15,"Medina, Saudi Arabia",Vnukovo Airlines,Tupolev 154M,174.0,162.0,12.0,3.0,2.0,1.0,0.0,"the plane was hijacked and flown to medina, saudi arabia. the plane was stormed and three people killed.",13.5,98.28,Tupolev,Unknown,Unknown,Unknown,Commercial,Large,3.02
4306,2001-03-24,"Gustavia, St. Barthélémy, French West Indies",Air Caraibes,de Havilland Canada DHC-6 Twin Otter,19.0,17.0,2.0,19.0,17.0,2.0,1.0,the aircraft took off from prinses juliana airport at st. maarten for a 15 minute flight to st. jean airport at st. barthélémy. while attempting to land at st. barthélémy the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. weather was good at the time of the accident.,8.5,0.0,de Havilland Canada,WEATHER,Adverse Weather,Crashed,Commercial,Small,20.5
4307,2001-03-26,"Jadura, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"while approaching juanda for the 8th touch-and-go landing the aircraft banked to the left, crashed and caught fire.",0.0,0.0,Fokker,OPERATIONAL,Landing Related,Crashed,Commercial,Small,4.0
4308,2001-03-29,"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,18.0,15.0,3.0,18.0,15.0,3.0,0.0,"the aircraft was on final approach to sardy field when it crashed short of the runway into a hill northwest of the airport killing all aboard. the jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. wreckage was strewn over 100 yards. there was light snow and mist reported in the area at the time of the accident. the flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  the crew was also under pressure to land before a landing curfew took effect.",5.0,0.0,Northrop Grumman,OPERATIONAL,Runway Related,Crashed,Commercial,Small,19.0
4309,2001-04-04,"Adar Yeil, Sudan",Military - Sudan Air Force,Antonov AN-24,30.0,24.0,6.0,14.0,14.0,6.0,0.0,"the aircraft crashed on takeoff during a sandstorm, killing sudan's deputy defense minister and 13 high-ranking military officers.",4.0,53.33,Antonov,OPERATIONAL,Takeoff Related,Crashed,Military,Small,14.47
4310,2001-04-07,"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,16.0,13.0,3.0,16.0,13.0,3.0,0.0,"the helicopter, carrying members of full account, a group searching for the remains of u.s. troops missing in action during the vietnam war, crashed into a mountainside in heavy fog.",4.33,0.0,JSC Russian Helicopter,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,17.0
4311,2001-04-28,"Near Roque Perez, Argentina",Private - Techint  group,Cessna  208B Grand Caravan,10.0,8.0,2.0,10.0,8.0,2.0,0.0,"the aircraft crashed into rugged farm land, 120 miles south of buenos aires. possible icing.  agostino rocca, president of the buenos aires-based techint  construction group and german sopena, managing editor of the argentine newspaper la nacion, were among those killed.",4.0,0.0,Cessna,Unknown,Unknown,Crashed,Commercial,Small,11.0
4312,2001-05-16,"Malatya, Turkey",Military - Turkish Air Force,CASA CN-235M-10,34.0,28.0,6.0,34.0,28.0,6.0,0.0,"the aircraft went into a steep dive from 17,000 feet and crashed into a field. hydraulic failure caused by ice.",4.67,0.0,CASA,TECHNICAL,Hydraulic System Failure,Crashed,Military,Small,35.0
4313,2001-05-17,"Near Sari, Iran",Faraz Qeshm Airlines,Yakovlev YAK-40,30.0,25.0,5.0,30.0,25.0,5.0,0.0,"the aircraft crashed into mountains about 12 miles south of sari, 55 minutes after taking off from tehran on a flight to gorgan. shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to tehran. transport minister of iran, rahman dadman, 45, killed.",5.0,0.0,Yakovlev,WEATHER,Adverse Weather,Crashed,Commercial,Small,31.0
4314,2001-05-17,"Mendoza, Argentina",Fuerza Aérea Argentina,Fokker F-27 Friendship 400M,5.0,0.0,5.0,5.0,0.0,5.0,0.0,shortly after taking off the plane veered to the right and crashed into a field. engine failure.,0.0,0.0,Fokker,TECHNICAL,Engine Failure,Crashed,Commercial,Small,6.0
4315,2001-05-22,"Near Myakotino, Russia",Military - Russian Air Force,Antonov 12MGA,7.0,0.0,7.0,7.0,0.0,7.0,0.0,crashed while en route.,0.0,0.0,Antonov,Unknown,Unknown,Crashed,Military,Small,8.0
4316,2001-06-15,"Jayapura, Indonesia",Manunggal Air,Transall C-160NG,19.0,16.0,3.0,1.0,1.0,0.0,0.0,"the aircraft returned to sentani airport after experiencing engine trouble, skidded off the runway and struck a fence.",5.33,94.74,Other,TECHNICAL,Engine Failure,Strucked,Commercial,Small,1.05
4317,2001-07-04,"Near Irkutsk, Russia",Vladivostokavia,Tupolev TU-154M,145.0,136.0,9.0,145.0,136.0,9.0,0.0,"the plane crashed and exploded in flames in siberian woodlands near the village of burdakovka, about 21 miles from irkutsk. the aircraft crashed during the third turn in a landing approach to irkutsk, an intermediate stop for refueling. the first officer was flying the plane, when at 2,600 ft., an audible alarm sounded indicating a wide angle of attack. eleven seconds later the aircraft swung around 180 degrees and entered a flat spin. the captain ordered the engines at full throttle but it was too late and 22 seconds later the plane hit the ground, belly first, broke up and burned. incorrect actions of the crew. due to poor communication between pilots, they put in the wrong parameters while landing causing the plane to descend at the wrong angle. as a result, the plane stalled and entered a spin and crashed.",15.11,0.0,Tupolev,OPERATIONAL,Landing Related,Crashed,Commercial,Large,146.0
4318,2001-07-05,"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,12.0,9.0,3.0,8.0,7.0,1.0,0.0,"after several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. the accident took place in heavy monsoon rains, poor visibility and high winds. the pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.",3.0,33.33,Sikorsky,WEATHER,Severe Wind Conditions,Crashed,Commercial,Small,8.67
4319,2001-07-12,"Near Puerto Cabello, Venezuela",Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,13.0,10.0,3.0,13.0,10.0,3.0,0.0,the aircraft crashed and burned moments after taking off from general bartholomew salóm airport during a national guard demonstration. the right engine appeared to have failed at a critical stage in the takeoff. there were 8 civilians and 5 military personnel board.,3.33,0.0,Antonov,TECHNICAL,Engine Failure,Crashed,Commercial,Small,14.0
4320,2001-07-14,"Near Moscow, Russia",Russ Air Transport Company,Ilyushin IL-76,10.0,0.0,10.0,10.0,0.0,10.0,0.0,"the cargo plane was taking off from chkalovsky airport with a load of construction material and cosmetics. after reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  the plane was overloaded by 15 tones.",0.0,0.0,Ilyushin,OPERATIONAL,Runway Related,Crashed,Cargo,Small,11.0
4321,2001-08-05,"Reykjavík, Iceland",Naske Air,Dassault Falcon 20C,3.0,1.0,2.0,3.0,1.0,2.0,0.0,the cargo plane crashed into a hill and broke up. crew did not follow standard operating procedures. crew fatigue.,0.5,0.0,Dassault Aviation,HUMAN_FACTOR,Crew Fatigue,Crashed,Commercial,Small,4.0
4322,2001-08-10,"Near Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,7.0,6.0,1.0,6.0,5.0,1.0,0.0,"the sightseeing helicopter crashed and burned about 3,700 feet up the 5,600-foot grand wash cliffs just outside the boundaries of grand canyon national park. the aircraft was returning to mccarran international airport where it had originated. besides the pilot, all victims, including the one survivor, were members of the same family. the pilot's decision to maneuver the helicopter in a flight regime and in a high density altitude environment which significantly decreased the helicopter's performance capabilities, resulting in a high rate of descent from which recovery was not possible. factors contributing to the accident were high density altitude and the pilot's decision to maneuver the helicopter in proximity to precipitous terrain, which effectively limited remedial options available.",6.0,14.29,Aerospatiale,Unknown,Unknown,Crashed,Commercial,Small,6.86
4323,2001-08-23,"Mugogo, Democratic Republic Congo",Victoria Airlines,Antonov 28,11.0,9.0,2.0,4.0,2.0,2.0,0.0,after an engine failed the crew declared an emergency and elected to divert to bukavu but crashed 10 km short of the airport.,4.5,63.64,Antonov,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.36
4324,2001-08-24,"Ithaca, New York",Ameristar Jet Charter,Learjet 25,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. the pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. factors in the accident were the low visibility and cloud conditions, and the dark night.",0.0,0.0,Learjet,OPERATIONAL,Runway Related,Crashed,Commercial,Small,3.0
4325,2001-08-24,"Lajes, Terceira, Azores",Air Transat,Airbus A-330-243,304.0,291.0,13.0,0.0,0.0,0.0,0.0,"the crew reported that they had a loss of fuel and were going to have to divert to lajes afb. shortly thereafter, they said that they only had five minutes of fuel and probably would not reach lajes. the airbus 330, without engine power, glided for almost 20 minutes, descending from for more than 30,000 ft. before landing safely at lajes airport. several tires blew out causing a fire which was quickly extinguished by emergency crews.  eleven passengers were slightly injured. the leak was caused by a damaged fuel feed pipe that was caused by interference from the aft hydraulic pump. mechanics did not completely follow a rolls-royce service bulletin. in addition, software mistakenly identified the  fuel leak as a fuel imbalance, prompting the crew to respond erroneously to the situation. the official report stated the cause was the pilots responded incorrectly to the fuel leak.  the pilots acted from memory rather than utilizing a checklist, so they never saw a ""caution"" note in the fuel imbalance checklist that might have caused them to consider that the real problem was not an imbalance but a fuel leak.",22.38,100.0,Airbus,TECHNICAL,Fuel System Issue,Emergency Landing,Commercial,Very Large,0.0
4326,2001-08-29,"Near Malaga, Spain",Binter Mediterráneo,CASA  CN-235-200,47.0,44.0,3.0,4.0,3.0,1.0,0.0,"the aircraft crash-landed on a highway near ruiz picasso airport in málaga. while on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  the plane crashed 1,300 ft. short of the runway. the pilot later died of his injuries.",14.67,91.49,CASA,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.09
4327,2001-09-11,"Arlington, Virginia.",American Airlines,Boeing B-757-223,64.0,58.0,6.0,64.0,58.0,6.0,125.0,the aircraft was hijacked after taking off from dulles international airport. the hijackers took control of the aircraft and deliberately crashed it into the pentagon. it was one of four planes that were hijacked the same day.,9.67,0.0,Boeing,Unknown,Unknown,Crashed,Commercial,Medium,127.5
4328,2001-09-11,"New York City, New York",American Airlines,Boeing 767-223ER,92.0,81.0,11.0,92.0,81.0,11.0,2750.0,"the aircraft was hijacked shortly after it left logan international airport in boston. the hijackers took control of the aircraft and deliberately crashed it into the north tower of the world trade center between the 94th and 99th floors at approximately 450 mph.  after 102 minutes, the building collapsed. it was one of four planes that were hijacked the same day.",7.36,0.0,Boeing,Unknown,Unknown,Crashed,Commercial,Medium,1468.0
4329,2001-09-11,"New York City, New York",United Air Lines,Boeing B-767-222,65.0,56.0,9.0,65.0,56.0,9.0,2750.0,"the aircraft was hijacked shortly after it left logan international airport in boston. the hijackers took control of the aircraft and deliberately crashed it into the south tower of the world trade center between the 78th and 84th floors at approximately 550 mph. after 56 minutes, the building collapsed. it was one of four planes that were hijacked the same day.",6.22,0.0,Boeing,Unknown,Unknown,Crashed,Commercial,Medium,1441.0
4330,2001-09-11,"Shanksville, Pennsylvania",United Air Lines,Boeing B-757-222,44.0,37.0,7.0,44.0,37.0,7.0,0.0,the aircraft was hijacked after taking off from newark international airport. the hijackers took control of the aircraft and turned the plane towards washington d.c.  a struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the pennsylvania countryside. it was one of four planes that were hijacked the same day.,5.29,0.0,Boeing,Unknown,Unknown,Crashed,Commercial,Small,45.0
4331,2001-09-12,"Near Chichen Itza, Mexico",Aero Ferinco Charter,LET 410UVP,19.0,17.0,2.0,19.0,17.0,2.0,0.0,"the aircraft crashed 4.4 miles from kura airport shortly after a normal takeoff. the plane was flying at about 1,500 feet when it began turning onto a course requested by the air traffic controller. it did not stop turning and suddenly plunged to the ground.",8.5,0.0,Other,OPERATIONAL,Ground Operations,Crashed,Commercial,Small,20.0
4332,2001-09-15,"Belo Horizonte, Brazil",TAM (Brazil),Fokker 100,82.0,77.0,5.0,1.0,1.0,0.0,0.0,"while the aircraft was over belo horizonte, the cabin depressurized, causing the death of one passenger. the aircraft made an emergency landing at cofins. three of the other 77 passengers aboard suffered minor injuries. pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.",15.4,98.78,Fokker,TECHNICAL,Engine Failure,Emergency Landing,Commercial,Medium,1.01
4333,2001-09-18,"Guatemala City, Guatemala",Atlantic Airlines,LET 410UVP-E,13.0,11.0,2.0,9.0,8.0,1.0,0.0,the aircraft was taking off from guatemala's aurora airport when it lost power in one of it's engines and crashed to the ground.,5.5,30.77,Other,OPERATIONAL,Ground Operations,Crashed,Commercial,Small,9.69
4334,2001-10-04,"110 miles SW of Sochi, Russia",Sibir Airlines,Tupolev Tu-154M,78.0,66.0,12.0,78.0,66.0,12.0,0.0,"the aircraft exploded in mid-air at 36,000 ft. while  en route over the black sea. the plane then nose-dived crashing into the water. the airliner was brought down accidentally by a ukrainian surface-to-air missile, fired during military exercises.",5.5,0.0,Tupolev,EXTERNAL,Missile Strike,Explosion,Commercial,Medium,79.0
4335,2001-10-08,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,7.0,6.0,1.0,3.0,2.0,1.0,0.0,the seaplane crashed into mollet lake while attempting to land. the seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. the stall occurred in circumstances conducive to illusions created by drift.,6.0,57.14,de Havilland Canada,Unknown,Unknown,Crashed,Commercial,Small,3.43
4336,2001-10-08,"Milan, Italy",Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,114.0,106.0,8.0,114.0,106.0,8.0,4.0,"the md-87 aircraft was taking off from linate airport in fog and poor visibility when it struck a german cessna citation ii business jet. the md-87 rotated for takeoff and did make it into the air for 9 seconds, but was too damaged to sustain flight. the plane then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. the cessna,  which was about to take off for paris, entered the active runway by mistake, after  having been told by the tower to enter a different taxiway and hold short of the runway. one hundred four passengers and 6 crew on the md-87 and  2 passengers and 2 crew on the citation were killed along with 4 on the ground. the md-87 was named lage viking.  caused largely by human error and poorly followed safety procedures and improper terminology used by the tower. communication between the aircraft and the tower had been ""in english and italian,"" as opposed to aviation standards that only english be spoken. in addition, despite the poor visibility and inadequately marked airport landmarks, the control tower operators failed to ask the cessna to read back his instructions to make sure they were understood. there was no ground radar, runway motion sensors were turned off and it took 20 minutes before anyone realized the two planes had collided.",13.25,0.0,Cessna,OPERATIONAL,Runway Related,Strucked,Commercial,Large,117.0
4337,2001-10-10,"Off Valencia, Spain",Flightline,Swearingen SA-226AT Merlin IV,10.0,8.0,2.0,10.0,8.0,2.0,0.0,"the plane was en-route from barcelona, spain to oran, algeria, 80 miles off the coast of valencia, spain when it informed valencia atc it was going to change course in order to avoid bad weather. there was no further contact with the aircraft. debris was sighted two days later on the water. electrical power was presumably lost following a lightning strike. control was lost and the airplane crashed into the sea.",4.0,0.0,Other,TECHNICAL,Electrical System Failure,Crashed,Commercial,Small,11.0
4338,2001-10-10,"Dillingham, Alaska",PenAir,Cessna 208 Caravan,10.0,9.0,1.0,10.0,9.0,1.0,0.0,"shortly after taking off from dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. the weather was clear and windy at the time of the accident. an in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. contributing to the accident was the lack of a preflight inspection requirement for ce-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist.",9.0,0.0,Cessna,WEATHER,Icing Conditions,Crashed,Commercial,Small,11.0
4339,2001-10-11,"Shamattawa, Canada",Perimeter Airlines,Swearingen SA.226TC Metro I,3.0,1.0,2.0,2.0,0.0,2.0,0.0,"the air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. during the go-around, conditions were present for somatogravic illusion, which most likely led to the captain losing situational awareness.",0.5,33.33,Other,Unknown,Unknown,Unknown,Commercial,Small,2.67
